GB-GOR	UK Government organisation name	Website	Status	CO2 emissions (g)	Website carbon link	Date last checked
PB231	Industrial Injuries Advisory Council	https://gov.uk/government/organisations/industrial-injuries-advisory-council		0.33		2022-06-23
PB298	Information Commissioner's Office	http://www.ico.org.uk/		0.26		2022-06-23
OT1166	Infrastructure and Projects Authority	https://gov.uk/government/organisations/infrastructure-and-projects-authority		0.55		2022-06-23
PB1078	Innovate UK	https://gov.uk/government/organisations/innovate-uk		0.11		2022-06-23
PB445	Insolvency Rules Committee	https://gov.uk/government/organisations/insolvency-rules-committee		0.11		2022-06-23
PB1275	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/		1.92		2022-06-23
EA34	Intellectual Property Office	https://gov.uk/government/organisations/intellectual-property-office		0.49		2022-06-23
OT1052	Intelligence Analysis 	https://gov.uk/government/organisations/civil-service-intelligence-analysis-profession		0.11		2022-06-23
OT1038	Internal Audit Profession	https://gov.uk/government/organisations/civil-service-internal-audit-profession		0.11		2022-06-23
OT1338	Invest Northern Ireland	https://www.investni.com/		0.70		2022-06-23
OT1257	Investigatory Powers Commissioner's Office	https://www.ipco.org.uk		2.20		2022-06-23
PB270	Investigatory Powers Tribunal	http://www.ipt-uk.com/		0.16		2022-06-23
PB201	Joint Nature Conservation Committee	http://jncc.defra.gov.uk/		3.09		2022-06-23
PB299	Judicial Appointments Commission	https://www.judicialappointments.gov.uk		0.64		2022-06-23
IM333	Judicial Appointments and Conduct Ombudsman	https://gov.uk/government/organisations/judicial-appointments-and-conduct-ombudsman		0.40		2022-06-23
OT1215	Judicial Office	https://www.judiciary.gov.uk/		0.54		2022-06-23
EA752	Labour Relations Agency (Northern Ireland)	https://www.lra.org.uk/		1.15		2022-06-23
OT220	Lake District National Park Authority	https://www.lakedistrict.gov.uk/		2.78		2022-06-23
OT1190	Lammy Review	https://gov.uk/government/organisations/lammy-review		0.15		2022-06-23
PB358	Land Registration Rule Committee	https://gov.uk/government/organisations/land-registration-rule-committee		0.11		2022-06-23
PB294	Law Commission	http://www.lawcom.gov.uk		0.60		2022-06-23
OT1351	Leadership College for Government	https://www.gov.uk/government/organisations/leadership-college-for-government		0.31		2022-06-23
PB373	Leasehold Advisory Service	https://www.lease-advice.org/		0.64		2022-06-23
EA556	Legal Aid Agency	https://gov.uk/government/organisations/legal-aid-agency		0.69		2022-06-23
EA1292	Legal Services Agency (Northern Ireland)	https://www.justice-ni.gov.uk/topics/legal-aid/legal-services-agency-northern-ireland		0.12		2022-06-23
IM332	Legal Services Board	http://www.legalservicesboard.org.uk/		0.36		2022-06-23
OT1263	Life Sciences Organisation	https://gov.uk/government/organisations/life-sciences-organisation		0.19		2022-06-23
OT849	Livestock and Meat Commission for Northern Ireland	https://www.lmcni.com/		2.19		2022-06-23
PB503	Local Government and Social Care Ombudsman	http://www.lgo.org.uk		1.82		2022-06-23
PB1245	LocatED	https://located.co.uk/		0.98		2022-06-23
PC493	London and Continental Railways Limited	http://www.lcrhq.co.uk/		1.89		2022-06-23
PB122	Low Pay Commission	https://gov.uk/government/organisations/low-pay-commission		0.31		2022-06-23
OT1239	Magnox Ltd	https://gov.uk/government/organisations/magnox-ltd		0.86		2022-06-23
PC472	Marine Accident Investigation Branch	https://gov.uk/government/organisations/marine-accident-investigation-branch		0.90		2022-06-23
PB57	Marine Management Organisation	https://gov.uk/government/organisations/marine-management-organisation		1.07		2022-06-23
EA78	Maritime and Coastguard Agency	https://gov.uk/government/organisations/maritime-and-coastguard-agency		0.55		2022-06-23
OT315	Marshall Aid Commemoration Commission	http://www.marshallscholarship.org/		0.97		2022-06-23
OT1054	Medical Profession	https://gov.uk/government/organisations/civil-service-medical-profession		0.11		2022-06-23
PB132	Medical Research Council	http://www.mrc.ac.uk/		0.47		2022-06-23
EA63	Medicines and Healthcare products Regulatory Agency	https://gov.uk/government/organisations/medicines-and-healthcare-products-regulatory-agency		0.62		2022-06-23
EA46	Met Office	http://www.metoffice.gov.uk/		0.45		2022-06-23
PB275	Migration Advisory Committee	https://gov.uk/government/organisations/migration-advisory-committee		0.46		2022-06-23
OT1071	Military Aviation Authority	https://gov.uk/government/organisations/military-aviation-authority		0.54		2022-06-23
D17	Ministry of Defence	https://gov.uk/government/organisations/ministry-of-defence		2.18		2022-06-23
D18	Ministry of Justice	https://gov.uk/government/organisations/ministry-of-justice		1.84		2022-06-23
OT1333	Modernisation and Reform	https://gov.uk/government/organisations/modernisation-and-reform		0.31		2022-06-23
OT1266	Money and Pensions Service	https://moneyandpensionsservice.org.uk/		4.98		2022-06-23
OT565	Morecambe Bay Investigation	https://gov.uk/government/organisations/morecambe-bay-investigation		0.11		2022-06-23
OT486	NHS Blood and Transplant	http://www.nhsbt.nhs.uk/		0.94		2022-06-23
OT529	NHS Business Services Authority	http://www.nhsbsa.nhs.uk/		0.56		2022-06-23
OT1243	NHS Counter Fraud Authority	https://cfa.nhs.uk/		0.37		2022-06-23
PB1202	NHS Digital	https://digital.nhs.uk/	FAIL			
PB481	NHS England	http://www.england.nhs.uk/		0.78		2022-06-23
PB1199	NHS Improvement	http://www.england.nhs.uk/		0.78		2022-06-23
PB531	NHS Pay Review Body	https://gov.uk/government/organisations/nhs-pay-review-body		0.55		2022-06-23
PB1287	NHS Resolution	https://resolution.nhs.uk/		0.58		2022-06-23
OT1104	NHS Wales Informatics Service	https://nwis.nhs.wales/		5.92		2022-06-23
EA104	NS&amp;I	http://www.nsandi.com/		0.59		2022-06-23
PB307	National Army Museum	http://www.nam.ac.uk/		4.17		2022-06-23
OT1270	National Citizen Service	https://www.ncsyes.co.uk/		8.86		2022-06-23
OT1089	National Counter Terrorism Security Office	https://gov.uk/government/organisations/national-counter-terrorism-security-office		0.82		2022-06-23
PB558	National Crime Agency	http://www.nationalcrimeagency.gov.uk/		1.63		2022-06-23
PB580	National Crime Agency Remuneration Review Body 	https://gov.uk/government/organisations/national-crime-agency-remuneration-review-body		0.59		2022-06-23
OT1349	National Cyber Force	https://www.gov.uk/government/organisations/national-cyber-force		0.12		2022-06-23
OT1211	National Cyber Security Centre	https://www.ncsc.gov.uk/		1.12		2022-06-23
OT1180	National Data Guardian	https://gov.uk/government/organisations/national-data-guardian		0.23		2022-06-23
OT237	National Employment Savings Trust (NEST) Corporation	https://www.nestpensions.org.uk/		1.99		2021-12-25
PB415	National Forest Company	http://www.nationalforest.org		0.52		2022-06-23
PB174	National Gallery	http://www.nationalgallery.org.uk/		1.73		2022-06-23
PB175	National Heritage Memorial Fund	http://www.nhmf.org.uk/		0.90		2022-06-23
OT1346	National Highways	https://nationalhighways.co.uk/		1.18		2022-06-23
OT1090	National Information Board	https://gov.uk/government/organisations/national-information-board		0.11		2022-06-23
OT1161	National Infrastructure Commission	https://www.nic.org.uk/		0.68		2022-06-23
PB474	National Institute for Health and Care Excellence	http://www.nice.org.uk/		4.17		2022-06-23
OT1299	National Leadership Centre	https://www.nationalleadership.gov.uk/		0.50		2022-06-23
PB1284	National Lottery Heritage Fund	https://www.heritagefund.org.uk/		0.77		2022-06-23
PB290	National Museum of the Royal Navy	http://www.nmrn.org.uk		7.01		2022-06-23
PB178	National Museums Liverpool	http://www.liverpoolmuseums.org.uk/		1.58		2022-06-23
PB179	National Portrait Gallery	https://www.npg.org.uk/		2.66		2022-06-23
OT1343	National Security Technology and Innovation Exchange	https://gov.uk/government/organisations/national-security-technology-and-innovation-exchange		0.13		2022-06-23
OT505	National security and intelligence	https://gov.uk/government/organisations/national-security		0.17		2022-06-23
PB202	Natural England	https://gov.uk/government/organisations/natural-england		1.13		2022-06-23
PB133	Natural Environment Research Council	http://www.nerc.ac.uk/		0.51		2022-06-23
PB180	Natural History Museum	http://www.nhm.ac.uk/		0.62		2022-06-23
OT1103	Natural Resources Wales	http://naturalresourceswales.gov.uk/		1.53		2022-06-23
OT1244	Network Rail	https://www.networkrail.co.uk/		1.49		2022-06-23
OT222	New Forest National Park Authority	http://www.newforestnpa.gov.uk/		2.43		2022-06-23
OT223	North York Moors National Park Authority	http://www.northyorkmoors.org.uk/		2.14		2022-06-23
OT644	Northern Ireland Council for the Curriculum, Examinations and Assessment	https://gov.uk/government/organisations/northern-ireland-council-for-the-curriculum-examinations-and-assessment		0.11		2022-06-23
EA725	Northern Ireland Courts and Tribunals Service	https://www.justice-ni.gov.uk/topics/courts-and-tribunals		0.13		2022-06-23
DA1021	Northern Ireland Executive 	http://www.northernireland.gov.uk		0.18		2022-06-23
PB1212	Northern Ireland Housing Executive	https://www.nihe.gov.uk/		1.17		2022-06-23
OT429	Northern Ireland Human Rights Commission	http://www.nihrc.org/		0.42		2022-06-23
D19	Northern Ireland Office	https://gov.uk/government/organisations/northern-ireland-office		0.94		2022-06-23
OT649	Northern Ireland Policing Board	http://www.nipolicingboard.org.uk/		0.96		2022-06-23
EA797	Northern Ireland Prison Service	https://www.justice-ni.gov.uk/topics/prisons		0.13		2022-06-23
EA701	Northern Ireland Statistics and Research Agency	http://www.nisra.gov.uk/		0.28		2022-06-23
PB463	Northern Lighthouse Board	http://www.nlb.org.uk/		1.22		2022-06-23
OT543	Northumberland National Park Authority	http://www.northumberlandnationalpark.org.uk		1.32		2022-06-23
PB197	Nuclear Decommissioning Authority	https://www.gov.uk/government/organisations/nuclear-decommissioning-authority		1.51		2022-06-23
PB193	Nuclear Liabilities Financing Assurance Board	https://gov.uk/government/organisations/nuclear-liabilities-financing-assurance-board		0.11		2022-06-23
PB400	Nuclear Research Advisory Council	https://gov.uk/government/organisations/nuclear-research-advisory-council		0.11		2022-06-23
OT1347	Nuclear Waste Services	https://www.gov.uk/government/organisations/nuclear-waste-services		1.29		2022-06-23
OT385	Ofcom	http://www.ofcom.org.uk		1.12		2022-06-23
OT1278	Office for Artificial Intelligence	https://gov.uk/government/organisations/office-for-artificial-intelligence		0.62		2022-06-23
PB260	Office for Budget Responsibility	https://obr.uk/		0.48		2022-06-23
OT1286	Office for Communications Data Authorisations	https://gov.uk/government/organisations/office-for-communications-data-authorisations		0.12		2022-06-23
OT1341	Office for Health Improvement and Disparities	https://gov.uk/government/organisations/office-for-health-improvement-and-disparities		0.15		2022-06-23
OT1332	Office for Investment	https://gov.uk/government/organisations/office-for-investment		0.75		2022-06-23
OT502	Office for Life Sciences	https://gov.uk/government/organisations/office-for-life-sciences		0.40		2022-06-23
D303	Office for National Statistics	http://www.ons.gov.uk/		0.25		2022-06-23
PC1059	Office for Nuclear Regulation	http://www.onr.org.uk/index.htm		0.76		2022-06-23
OT1246	Office for Product Safety and Standards	https://gov.uk/government/organisations/office-for-product-safety-and-standards		0.41		2022-06-23
PB1253	Office for Students	https://www.officeforstudents.org.uk/		0.53		2022-06-23
OT1301	Office for Veterans' Affairs	https://gov.uk/government/organisations/office-for-veterans-affairs		0.24		2022-06-23
OT1323	Office for Zero Emission Vehicles	https://gov.uk/government/organisations/office-for-zero-emission-vehicles		0.42		2022-06-23
OT1340	Office for the Internal Market	https://gov.uk/government/organisations/office-for-the-internal-market		0.30		2022-06-23
OT1187	Office of Financial Sanctions Implementation	https://gov.uk/government/organisations/office-of-financial-sanctions-implementation		0.39		2022-06-23
PB266	Office of Manpower Economics	https://gov.uk/government/organisations/office-of-manpower-economics		0.30		2022-06-23
D1117	Office of Rail and Road	http://www.orr.gov.uk		1.57		2022-06-23
OT261	Office of Tax Simplification	https://gov.uk/government/organisations/office-of-tax-simplification		0.58		2022-06-23
D20	Office of the Advocate General for Scotland	https://gov.uk/government/organisations/office-of-the-advocate-general-for-scotland		0.31		2022-06-23
PB413	Office of the Children's Commissioner	http://www.childrenscommissioner.gov.uk/		1.49		2022-06-23
PB263	Office of the Immigration Services Commissioner	https://gov.uk/government/organisations/office-of-the-immigration-services-commissioner		0.52		2022-06-23
D21	Office of the Leader of the House of Commons	https://gov.uk/government/organisations/the-office-of-the-leader-of-the-house-of-commons		0.83		2022-06-23
D22	Office of the Leader of the House of Lords	https://gov.uk/government/organisations/office-of-the-leader-of-the-house-of-lords		0.21		2022-06-23
OT515	Office of the Parliamentary Counsel	https://gov.uk/government/organisations/office-of-the-parliamentary-counsel		0.53		2022-06-23
OT636	Office of the Police Ombudsman for Northern Ireland	https://www.policeombudsman.org/		0.71		2022-06-23
EA72	Office of the Public Guardian	https://gov.uk/government/organisations/office-of-the-public-guardian		0.23		2022-06-23
OT1091	Office of the Registrar of Consultant Lobbyists	http://registrarofconsultantlobbyists.org.uk/		0.81		2022-06-23
OT553	Office of the Regulator of Community Interest Companies	https://gov.uk/government/organisations/office-of-the-regulator-of-community-interest-companies		0.29		2022-06-23
OT1027	Office of the Schools Adjudicator	https://gov.uk/government/organisations/office-of-the-schools-adjudicator		0.11		2022-06-23
D23	Office of the Secretary of State for Scotland	https://gov.uk/government/organisations/office-of-the-secretary-of-state-for-scotland		0.49		2022-06-23
D24	Office of the Secretary of State for Wales	https://gov.uk/government/organisations/office-of-the-secretary-of-state-for-wales		0.93		2022-06-23
OT328	Official Solicitor and Public Trustee	https://gov.uk/government/organisations/official-solicitor-and-public-trustee		0.56		2022-06-23
OT1262	Offshore Petroleum Regulator for Environment and Decommissioning	https://gov.uk/government/organisations/offshore-petroleum-regulator-for-environment-and-decommissioning		0.11		2022-06-23
D108	Ofgem	http://www.ofgem.gov.uk/		0.62		2022-06-23
D109	Ofqual	https://gov.uk/government/organisations/ofqual		0.56		2022-06-23
D106	Ofsted	https://gov.uk/government/organisations/ofsted		1.17		2022-06-23
EA1119	Oil and Gas Authority	https://www.ogauthority.co.uk/		1.22		2022-06-23
OT566	Open Public Services	https://gov.uk/government/organisations/open-public-services		0.44		2022-06-23
OT1029	Operational Delivery Profession	https://gov.uk/government/organisations/civil-service-operational-delivery-profession		0.20		2022-06-23
D38	Ordnance Survey	http://www.ordnancesurvey.co.uk/		1.95		2022-06-23
OT430	Parades Commission for Northern Ireland	http://www.paradescommission.org/		0.16		2022-06-23
PB301	Parole Board	https://gov.uk/government/organisations/parole-board		0.62		2022-06-23
OT1151	Payment Systems Regulator	https://www.psr.org.uk/		1.36		2022-06-23
OT545	Peak District National Park Authority	http://www.peakdistrict.gov.uk/		1.06		2022-06-23
PB348	Pension Protection Fund	https://www.ppf.co.uk/		1.83		2022-06-23
OT1289	Phone-paid Services Authority	https://psauthority.org.uk/		0.88		2022-06-23
EA39	Planning Inspectorate	https://gov.uk/government/organisations/planning-inspectorate		0.34		2022-06-23
PB423	Plant Varieties and Seeds Tribunal	https://gov.uk/government/organisations/plant-varieties-and-seeds-tribunal		0.11		2022-06-23
PB273	Police Advisory Board for England and Wales	https://gov.uk/government/organisations/police-advisory-board-for-england-and-wales		0.13		2022-06-23
PB278	Police Discipline Appeals Tribunal	https://gov.uk/government/organisations/police-discipline-appeals-tribunal		0.11		2022-06-23
PB1083	Police Remuneration Review Body	https://gov.uk/government/organisations/police-remuneration-review-body		0.62		2022-06-23
OT657	Police Service of Northern Ireland	http://www.psni.police.uk/		2.82		2022-06-23
OT1030	Policy Profession	https://gov.uk/government/organisations/civil-service-policy-profession		0.11		2022-06-23
OT1184	Porton Biopharma Limited	http://www.portonbiopharma.com/		0.76		2022-06-23
OT1210	Preventing Sexual Violence in Conflict Initiative	https://gov.uk/government/organisations/preventing-sexual-violence-in-conflict-initiative		0.58		2022-06-23
OT532	Prime Minister's Office, 10 Downing Street	https://gov.uk/government/organisations/prime-ministers-office-10-downing-street		2.14		2022-06-23
PB446	Prison Service Pay Review Body	https://gov.uk/government/organisations/prison-services-pay-review-body		0.61		2022-06-23
IM327	Prisons and Probation Ombudsman	http://www.ppo.gov.uk/		0.41		2022-06-23
OT342	Privy Council Office	http://privycouncil.independent.gov.uk/		0.20		2022-06-23
OT659	Probation Board for Northern Ireland	https://www.pbni.org.uk/		1.30		2021-10-07
OT723	Probation Service	https://gov.uk/government/organisations/probation-service		0.64		2022-06-23
OT971	Professional Standards Authority for Health and Social Care	http://www.professionalstandards.org.uk/		2.39		2022-06-23
OT1031	Project Delivery Profession	https://gov.uk/government/organisations/civil-service-project-delivery-profession		0.11		2022-06-23
OT1265	Public Health Agency (Northern Ireland)	http://www.publichealth.hscni.net		1.32		2022-06-23
OT1077	Public Health Wales	https://phw.nhs.wales/		1.53		2022-06-23
OT962	Public Prosecution Service for Northern Ireland	http://www.ppsni.gov.uk/		0.96		2022-06-23
OT1344	Public Services Ombudsman for Wales	http://www.ombudsman.wales/		0.96		2022-06-23
OT1192	Pubs Code Adjudicator	https://gov.uk/government/organisations/pubs-code-adjudicator		0.58		2022-06-23
EA40	Queen Elizabeth II Conference Centre	https://qeiicentre.london/		10.87		2022-06-23
OT581	Queen's Harbour Master	https://gov.uk/government/organisations/queens-harbour-master		0.11		2022-06-23
OT1254	Race Disparity Unit	https://gov.uk/government/organisations/race-disparity-unit		0.74		2022-06-23
OT1150	Radioactive Waste Management	https://gov.uk/government/organisations/radioactive-waste-management		0.13		2022-06-23
OT249	Rail Accident Investigation Branch	https://gov.uk/government/organisations/rail-accident-investigation-branch		0.99		2022-06-23
OT1207	Rail Safety and Standards Board	http://www.rssb.co.uk/		2.12		2022-06-23
PB1331	Reclaim Fund Ltd	https://gov.uk/government/organisations/reclaim-fund-ltd		0.11		2022-06-23
OT1293	Regional Schools Commissioners	https://gov.uk/government/organisations/regional-schools-commissioners		0.68		2022-06-23
PB1218	Regulator of Social Housing	https://gov.uk/government/organisations/regulator-of-social-housing		0.46		2022-06-23
PB354	Regulatory Policy Committee	https://gov.uk/government/organisations/regulatory-policy-committee		0.59		2022-06-23
OT1242	Remploy Pension Scheme Trustees Ltd 	https://gov.uk/government/organisations/remploy-pension-scheme-trustees-ltd		0.11		2022-06-23
OT1065	Reserve Forces' and Cadets' Associations (RFCA)	https://gov.uk/government/organisations/reserve-forces-and-cadets-associations		0.54		2022-06-23
PB530	Review Body on Doctors' and Dentists' Remuneration	https://gov.uk/government/organisations/review-body-on-doctors-and-dentists-remuneration		0.63		2022-06-23
PB308	Royal Air Force Museum	http://www.rafmuseum.org.uk		1.08		2022-06-23
PB182	Royal Armouries Museum	http://www.royalarmouries.org/		3.55		2022-06-23
PB310	Royal Marines Museum	https://www.nmrn.org.uk/royal-marines-museum/new-museum		0.91		2022-03-29
EA114	Royal Mint	http://www.royalmint.com/		8.76		2022-06-23
PB434	Royal Mint Advisory Committee	https://gov.uk/government/organisations/royal-mint-advisory-committee		0.11		2022-06-23
PB291	Royal Museums Greenwich	http://www.rmg.co.uk		3.57		2022-06-23
OT409	Royal Navy Submarine Museum	http://www.submarine-museum.co.uk/		1.78		2022-06-23
OT1060	Rural Development Programme for England Network	https://gov.uk/government/organisations/rural-development-programme-for-england-network		0.11		2022-06-23
EA58	Rural Payments Agency	https://gov.uk/government/organisations/rural-payments-agency		1.39		2022-06-23
PC387	S4C	https://www.s4c.cymru/cy/		2.36		2022-06-23
PB1325	Salix Finance Ltd	https://www.salixfinance.co.uk		1.67		2022-06-23
PB414	School Teachers' Review Body	https://gov.uk/government/organisations/school-teachers-review-body		0.51		2022-06-23
PB211	Science Advisory Council	https://gov.uk/government/organisations/science-advisory-council		0.11		2022-06-23
PB177	Science Museum Group	https://group.sciencemuseum.org.uk		0.63		2022-06-23
PB135	Science and Technology Facilities Council	http://www.stfc.ac.uk/		0.46		2022-06-23
PB402	Scientific Advisory Committee on the Medical Implications of Less-Lethal Weapons	https://gov.uk/government/organisations/science-advisory-committee-on-the-medical-implications-of-less-lethal-weapons		0.11		2022-06-23
OT1311	Scientific Advisory Group for Emergencies	https://gov.uk/government/organisations/scientific-advisory-group-for-emergencies		0.34		2022-06-23
OT205	Sea Fish Industry Authority	https://www.seafish.org/		6.94		2022-06-23
OT305	Secret Intelligence Service	https://www.sis.gov.uk/		1.39		2022-06-23
PB264	Security Industry Authority	https://gov.uk/government/organisations/security-industry-authority		0.53		2022-06-23
PB367	Security Vetting Appeals Panel	https://gov.uk/government/organisations/security-vetting-appeals-panel		0.11		2022-06-23
OT1220	Sellafield Ltd	https://gov.uk/government/organisations/sellafield-ltd		0.46		2022-06-23
PB368	Senior Salaries Review Body 	https://gov.uk/government/organisations/review-body-on-senior-salaries		0.51		2022-06-23
PB295	Sentencing Council for England and Wales	https://www.sentencingcouncil.org.uk		1.86		2022-06-23
D115	Serious Fraud Office	http://www.sfo.gov.uk/		0.59		2022-06-23
OT1168	Service Complaints Ombudsman 	https://www.scoaf.org.uk/		1.19		2022-06-23
OT406	Service Prosecuting Authority	https://gov.uk/government/organisations/service-prosecuting-authority		0.11		2022-06-23
PB1093	Single Source Regulations Office	https://gov.uk/government/organisations/single-source-regulations-office		0.38		2022-06-23
PB183	Sir John Soane's Museum	http://www.soane.org/		1.25		2022-06-23
PB1237	Small Business Commissioner	https://gov.uk/government/organisations/small-business-commissioner		0.16		2022-06-23
PB1193	Social Mobility Commission	https://gov.uk/government/organisations/social-mobility-commission		0.46		2022-06-23
PB578	Social Science Research Committee	http://www.food.gov.uk/ssrc		0.27		2022-06-23
PB232	Social Security Advisory Committee	https://gov.uk/government/organisations/social-security-advisory-committee		0.33		2022-06-23
PB1298	Social Work England	https://www.socialworkengland.org.uk/		1.43		2022-06-23
OT546	South Downs National Park Authority	http://www.southdowns.gov.uk		1.87		2022-06-23
PB190	Sport England	http://www.sportengland.org		0.92		2022-06-23
OT694	Sport Northern Ireland (Sports Council for Northern Ireland)	http://www.sportni.net/		0.29		2022-06-23
OT734	Sports Council for Wales	https://www.sport.wales/		0.44		2022-06-23
PB184	Sports Grounds Safety Authority	http://www.safetyatsportsgrounds.org.uk/		0.72		2022-06-23
OT1086	Stabilisation Unit	https://gov.uk/government/organisations/stabilisation-unit		0.34		2022-06-23
EA243	Standards and Testing Agency	https://gov.uk/government/organisations/standards-and-testing-agency		0.47		2022-06-23
OT1300	Strategic Command	https://gov.uk/government/organisations/strategic-command		0.59		2022-06-23
PB27	Student Loans Company	https://gov.uk/government/organisations/student-loans-company		0.99		2022-06-23
OT1314	Submarine Delivery Agency	https://gov.uk/government/organisations/submarine-delivery-agency		0.55		2022-06-23
D435	Supreme Court of the United Kingdom	http://www.supremecourt.uk		1.46		2022-06-23
PB571	Tate	http://www.tate.org.uk		0.61		2022-06-23
EA1256	Teaching Regulation Agency	https://gov.uk/government/organisations/teaching-regulation-agency		0.47		2022-06-23
PB274	Technical Advisory Board	https://gov.uk/government/organisations/technical-advisory-board		0.18		2022-06-23
OT433	The Adjudicator’s Office	https://gov.uk/government/organisations/the-adjudicator-s-office		0.33		2022-06-23
PB438	The Advisory Council on National Records and Archives	https://www.nationalarchives.gov.uk/about/our-role/advisory-council/		0.16		2022-06-23
D98	The Charity Commission	https://gov.uk/government/organisations/charity-commission		0.82		2022-06-23
OT100	The Crown Estate	http://www.thecrownestate.co.uk/		0.89		2022-06-23
IM1203	The Electoral Commission	http://www.electoralcommission.org.uk/		0.37		2022-06-23
OT1179	The Executive Office (Northern Ireland)	https://www.executiveoffice-ni.gov.uk/		0.14		2022-06-23
EA32	The Insolvency Service	https://gov.uk/government/organisations/insolvency-service		0.33		2022-06-23
IM329	The Legal Ombudsman	http://www.legalombudsman.org.uk/		1.07		2022-06-23
EA71	The National Archives	http://www.nationalarchives.gov.uk/		0.67		2022-06-23
PB1283	The National Lottery Community Fund	https://www.tnlcommunityfund.org.uk/		0.46		2022-06-23
PB401	The Oil and Pipelines Agency	https://gov.uk/government/organisations/oil-and-pipelines-agency		0.26		2022-06-23
OT519	The Parliamentary and Health Service Ombudsman 	http://www.ombudsman.org.uk/		1.09		2022-06-23
PB235	The Pension Protection Fund Ombudsman	https://www.pensions-ombudsman.org.uk/		0.81		2022-06-23
PB236	The Pensions Ombudsman	http://www.pensions-ombudsman.org.uk/		0.81		2022-06-23
PB234	The Pensions Regulator	https://www.thepensionsregulator.gov.uk		0.40		2022-06-23
PB382	The Reviewing Committee on the Export of Works of Art and Objects of Cultural Interest	http://www.artscouncil.org.uk/what-we-do/supporting-museums/cultural-property/export-controls/reviewing-committee/		2.28		2022-06-23
DA1020	The Scottish Government	http://www.gov.scot/		0.20		2022-06-23
OT304	The Security Service	https://www.mi5.gov.uk/		2.99		2022-06-23
PB380	The Theatres Trust	http://www.theatrestrust.org.uk/		0.48		2022-06-23
D240	The Water Services Regulation Authority 	http://www.ofwat.gov.uk/		1.70		2022-03-29
PB1327	Trade Remedies Authority	https://gov.uk/government/organisations/trade-remedies-authority		0.41		2022-06-23
PB465	Traffic Commissioners for Great Britain	https://gov.uk/government/organisations/traffic-commissioners		0.97		2022-06-23
PB1118	Transport Focus	http://www.transportfocus.org.uk/		26.36		2022-06-23
PB383	Treasure Valuation Committee	http://finds.org.uk/		1.56		2022-06-23
PB448	Tribunal Procedure Committee	https://gov.uk/government/organisations/tribunal-procedure-committee		0.11		2022-06-23
PB462	Trinity House	http://www.trinityhouse.co.uk/th/about/index.html		2.14		2022-06-23
PB377	UK Anti-Doping	http://www.ukad.org.uk		2.77		2022-06-23
OT1288	UK Asset Resolution Limited	https://www.ukar.co.uk/		0.16		2022-06-23
PB137	UK Atomic Energy Authority	https://gov.uk/government/organisations/uk-atomic-energy-authority		0.60		2022-06-23
OT1022	UK Co-ordinating Body	https://gov.uk/government/organisations/uk-co-ordinating-body		0.12		2022-06-23
OT1268	UK Council for Internet Safety	https://gov.uk/government/organisations/uk-council-for-internet-safety		0.44		2022-06-23
EA82	UK Debt Management Office	http://www.dmo.gov.uk/		0.83		2022-06-23
OT1312	UK Defence and Security Exports	https://gov.uk/government/organisations/uk-defence-and-security-exports		0.11		2022-06-23
D241	UK Export Finance	https://gov.uk/government/organisations/uk-export-finance		0.85		2022-06-23
OT1186	UK Government Investments	https://www.ukgi.org.uk		1.40		2022-06-23
EA1328	UK Health Security Agency	https://gov.uk/government/organisations/uk-health-security-agency		0.56		2022-06-23
PB1171	UK Holocaust Memorial Foundation	https://gov.uk/government/organisations/uk-holocaust-memorial-foundation		0.92		2022-06-23
EA51	UK Hydrographic Office	https://gov.uk/government/organisations/uk-hydrographic-office		10.43		2022-06-23
OT1330	UK National Authority for Counter-Eavesdropping	https://gov.uk/government/organisations/uk-national-authority-for-counter-eavesdropping		0.11		2022-06-23
OT1296	UK National Contact Point	https://gov.uk/government/organisations/uk-national-contact-point		0.42		2022-06-23
OT1326	UK National Screening Committee	https://gov.uk/government/organisations/uk-national-screening-committee		0.35		2022-06-23
PB1221	UK Research and Innovation	http://www.ukri.org/		0.44		2022-06-23
EA31	UK Space Agency	https://gov.uk/government/organisations/uk-space-agency		1.44		2022-06-23
PB185	UK Sport	https://www.uksport.gov.uk/		10.06		2022-06-23
D116	UK Statistics Authority	http://www.statisticsauthority.gov.uk/		1.12		2022-06-23
OT554	UK Visas and Immigration	https://gov.uk/government/organisations/uk-visas-and-immigration		0.32		2022-06-23
OT1112	United Kingdom Reserve Forces Association	https://gov.uk/government/organisations/united-kingdom-reserve-forces-association		0.11		2022-06-23
OT1294	United Kingdom Security Vetting	https://gov.uk/government/organisations/united-kingdom-security-vetting		0.42		2022-06-23
EA87	Valuation Office Agency	https://gov.uk/government/organisations/valuation-office-agency		0.57		2022-06-23
PB375	Valuation Tribunal Service	http://www.valuationtribunal.gov.uk/		0.30		2022-06-23
PB1204	Valuation Tribunal for England 	https://www.valuationtribunal.gov.uk/about-us/vte		0.30		2022-06-23
EA80	Vehicle Certification Agency	https://www.vehicle-certification-agency.gov.uk/		2.37		2022-06-23
PB403	Veterans Advisory and Pensions Committees	https://gov.uk/government/organisations/veterans-advisory-and-pensions-committees-x13		0.69		2022-06-23
OT1087	Veterans UK	https://gov.uk/government/organisations/veterans-uk		0.27		2022-06-23
EA60	Veterinary Medicines Directorate	https://gov.uk/government/organisations/veterinary-medicines-directorate		0.34		2022-06-23
