GB-GOR,UK Government organisation name,Website,Status,CO2 emissions (g),Website carbon link,Date last checked
OT554,UK Visas and Immigration,https://gov.uk/government/organisations/uk-visas-and-immigration,,0.62,,2021-12-25
OT1112,United Kingdom Reserve Forces Association,https://gov.uk/government/organisations/united-kingdom-reserve-forces-association,,0.14,,2021-12-25
OT1294,United Kingdom Security Vetting,https://gov.uk/government/organisations/united-kingdom-security-vetting,,0.50,,2021-12-25
EA87,Valuation Office Agency,https://gov.uk/government/organisations/valuation-office-agency,,0.53,,2021-12-25
PB375,Valuation Tribunal Service,http://www.valuationtribunal.gov.uk/,,2.05,,2021-12-25
PB1204,Valuation Tribunal for England ,https://www.valuationtribunal.gov.uk/about-us/vte,,0.76,,2021-12-25
EA80,Vehicle Certification Agency,https://www.vehicle-certification-agency.gov.uk/,,2.21,,2021-12-25
PB403,Veterans Advisory and Pensions Committees,https://gov.uk/government/organisations/veterans-advisory-and-pensions-committees-x13,,0.61,,2021-12-25
OT1087,Veterans UK,https://gov.uk/government/organisations/veterans-uk,,0.39,,2021-12-25
EA60,Veterinary Medicines Directorate,https://gov.uk/government/organisations/veterinary-medicines-directorate,,0.40,,2021-12-25
PB212,Veterinary Products Committee,https://gov.uk/government/organisations/veterinary-products-committee,,0.14,,2021-12-25
PB326,Victims' Commissioner,http://victimscommissioner.org.uk/,,0.88,,2021-12-25
PB378,Victoria and Albert Museum,http://www.vam.ac.uk,,0.59,,2021-12-25
PB186,VisitBritain,http://www.visitbritain.org/,,3.19,,2021-12-25
PB376,VisitEngland,http://www.visitengland.com,,1.14,,2021-12-25
OT908,Wales Audit Office,http://www.wao.gov.uk/,,8.94,,2021-12-25
PB187,Wallace Collection,http://www.wallacecollection.org/,,0.52,,2021-12-25
DA1019,Welsh Government,https://gov.wales,,0.57,,2021-12-25
OT1101,Welsh Language Commissioner,https://www.comisiynyddygymraeg.cymru/hafan,,0.68,,2021-12-25
OT316,Westminster Foundation for Democracy,http://www.wfd.org/,,1.46,,2021-12-25
EA62,Wilton Park,http://www.wiltonpark.org.uk,,3.60,,2021-12-25
OT1285,Windrush Commemoration Committee,https://gov.uk/government/organisations/windrush-commemoration-committee,,0.78,,2021-12-25
OT547,Yorkshire Dales National Park Authority,http://www.yorkshiredales.org.uk/,,1.75,,2021-12-25
OT1322,Youth Custody Service,https://gov.uk/government/organisations/youth-custody-service,,0.25,,2021-12-25
EA697,Youth Justice Agency of Northern Ireland,https://www.justice-ni.gov.uk/topics/youth-justice/youth-justice-agency,,0.15,,2021-12-25
PB302,Youth Justice Board for England and Wales,https://gov.uk/government/organisations/youth-justice-board-for-england-and-wales,,0.67,,2021-12-25
OT1252,jHub Defence Innovation,https://gov.uk/government/organisations/jhub-defence-innovation,,0.33,,2021-12-25
,
